id,user_id,created_at,message,category
2874,283038,2023-10-19 22:23:26.169021+00,I have under the skin spots that take ages to come to a head they’re really sore but have to cover them with makeup for school which makes the spots worse skin mostly feels smooth but the odd time will be rubbery,General Skincare and Skincare Issues
2875,283038,2023-10-19 22:23:59.765345+00,How do i make these under the skin spots less visible,General Skincare and Skincare Issues
2876,268233,2023-10-19 22:45:57.608812+00,"Can you make me a skincare routine to tackle fungal acne, closed comedones, dehydration, excess oil to get me the desired smooth look?",Skincare Routine Advice
2877,283737,2023-10-20 03:15:39.333115+00,Budjet,Other
2878,283737,2023-10-20 03:17:13.5957+00,Oily skin,Skin Type Specific Concerns
2879,283737,2023-10-20 03:17:45.969803+00,Is salycilic acid face wash is good for pimples free,Pimples and Acne Removal
2880,283737,2023-10-20 03:18:54.613578+00,Goals,Other
2881,283737,2023-10-20 03:19:22.095767+00,Iam goal is to become a doctor,Other
2882,194301,2023-10-20 03:33:48.987901+00,Product reaction,Product and Routine Questions
2883,194301,2023-10-20 03:34:33.236854+00,Current concerns,Other
2884,194301,2023-10-20 03:35:38.019984+00,Current Concerns,Other
2885,194301,2023-10-20 03:36:17.418565+00,Acne problem,Pimples and Acne Removal
2886,194301,2023-10-20 03:36:57.80335+00,Dark spots,Pimples and Acne Removal
2887,283763,2023-10-20 04:29:32.683768+00,"My current concernes is acne, I have a good skincare routine where I moisturize and cleans etc but I still have a lot of acne especially under my menstration, my skin often hurt,",Pimples and Acne Removal
2888,283763,2023-10-20 04:30:06.8121+00,What do you mean,Other
2889,180144,2023-10-20 05:20:01.793166+00,"Oily skin , to have a clear and glowing skin , daily",General Skincare and Skincare Issues
2890,180144,2023-10-20 05:20:27.407427+00,Suggest some products products,Product and Routine Questions
2891,283867,2023-10-20 07:39:10.113587+00,Skin is full of pimples,Pimples and Acne Removal
2892,283867,2023-10-20 07:39:44.600585+00,How to decrease pimples,Pimples and Acne Removal
2893,283867,2023-10-20 07:41:20.427017+00,Best pimples product display,General Skincare and Skincare Issues
2894,283867,2023-10-20 07:41:41.846054+00,My face is full of pimples,Pimples and Acne Removal
2895,283927,2023-10-20 09:07:47.678806+00,Hownto avoid pimples and dark marks,Pimples and Acne Removal
2896,283927,2023-10-20 09:09:27.95868+00,How to avoid pimples and dark marks,Pimples and Acne Removal
2897,283927,2023-10-20 09:09:47.971833+00,Pimple,Pimples and Acne Removal
2898,283927,2023-10-20 09:10:33.789737+00,Dark spots,Pimples and Acne Removal
2899,283927,2023-10-20 09:11:07.138484+00,Acne scarring,Pimples and Acne Removal
2900,283927,2023-10-20 09:11:45.493397+00,Acne,Pimples and Acne Removal
2901,271484,2023-10-20 09:13:38.990928+00,oily skin,Skin Type Specific Concerns
2902,271484,2023-10-20 09:13:50.410374+00,skincare routine,Skincare Routine Advice
3141,285295,2023-10-22 17:26:04.756313+00,H,Other
2906,283656,2023-10-20 09:21:01.988997+00,I have a big pimple on my nose what should I do?,Pimples and Acne Removal
2907,283656,2023-10-20 09:22:35.847988+00,I have a sore pimple on my nose,Pimples and Acne Removal
2908,283656,2023-10-20 09:23:04.735283+00,Can I use ice on my pimple to get rid of it?,Pimples and Acne Removal
2909,283936,2023-10-20 09:25:56.139147+00,Sir whaite eds solution,Other
2910,283936,2023-10-20 09:27:10.111464+00,Ice after blak skin solution,General Skincare and Skincare Issues
2911,248096,2023-10-20 09:51:41.2988+00,Ok,Miscellaneous and Feedback
2912,248096,2023-10-20 09:53:11.057804+00,Pimples acne scars dullness,Pimples and Acne Removal
2913,248096,2023-10-20 09:53:43.062691+00,What,Other
2914,283161,2023-10-20 10:02:10.436984+00,I have started pimples nowadays.,Pimples and Acne Removal
2915,283161,2023-10-20 10:02:39.853231+00,Is it due to menstruation?,Other
2916,283974,2023-10-20 10:32:47.240784+00,I want to loss my pimples,Pimples and Acne Removal
2917,283974,2023-10-20 10:33:37.242144+00,Oily face,Pimples and Acne Removal
2918,283974,2023-10-20 10:36:11.056417+00,Skin concern,General Skincare and Skincare Issues
2919,283974,2023-10-20 10:36:57.857955+00,Plz remove black spots in my face,Pimples and Acne Removal
2920,283974,2023-10-20 10:38:38.295039+00,Goals,Other
2921,283974,2023-10-20 10:39:04.960259+00,In which cream remova my pimples,Pimples and Acne Removal
2922,282459,2023-10-20 13:13:38.676989+00,Write a message,Other
2923,282190,2023-10-20 13:18:30.558354+00,Skin type,Skin Type Specific Concerns
2924,282190,2023-10-20 13:18:54.727079+00,Ok,Miscellaneous and Feedback
2925,282190,2023-10-20 13:20:17.611443+00,Skin type,Skin Type Specific Concerns
2926,282190,2023-10-20 13:20:25.930019+00,Ya,Other
2927,284054,2023-10-20 13:34:31.021956+00,Oil skin,General Skincare and Skincare Issues
2928,284054,2023-10-20 13:34:57.759116+00,Pimpale acne,Pimples and Acne Removal
2929,284054,2023-10-20 13:37:15.630246+00,Oil skin pimpale acne,Pimples and Acne Removal
2930,284054,2023-10-20 13:37:52.270481+00,Which product is better,Product and Routine Questions
2931,284054,2023-10-20 13:38:50.642417+00,Oil skin pimpale,General Skincare and Skincare Issues
2932,284054,2023-10-20 13:43:08.952231+00,Give me my awesome skincare routine,Skincare Routine Advice
2933,284054,2023-10-20 13:44:49.768272+00,Oily skin pimpale acne,Skin Type Specific Concerns
2934,284096,2023-10-20 14:34:30.811086+00,"13 hours for school, 3 hours for sleep all time study and 30 min skin care",Skin Type Specific Concerns
2935,284096,2023-10-20 14:36:28.750957+00,"I have oily skin and it had a lot of pimples, wrinkles and dark circles not glowing skin . I don't use any products for skincare I made it at home",Product and Routine Questions
2936,284110,2023-10-20 14:53:14.193247+00,Peipels,Other
2937,284110,2023-10-20 14:53:31.425258+00,Pimple,Pimples and Acne Removal
2938,284142,2023-10-20 16:00:23.539352+00,Which face cleaner should I use,General Skincare and Skincare Issues
2939,284142,2023-10-20 16:01:21.483415+00,?,Other
2940,36045,2023-10-20 16:02:46.618145+00,How to heal my skin barrier ?,General Skincare and Skincare Issues
2941,36045,2023-10-20 16:03:08.417508+00,How to heal my skin barrier ?,General Skincare and Skincare Issues
2942,283696,2023-10-20 16:10:21.664524+00,Oily face,Pimples and Acne Removal
2943,283696,2023-10-20 16:10:43.30425+00,How to glow my skin,General Skincare and Skincare Issues
2944,283696,2023-10-20 16:11:31.244132+00,I use Vaseline,General Skincare and Skincare Issues
2945,283696,2023-10-20 16:12:08.875487+00,Oily skin,Skin Type Specific Concerns
2946,283696,2023-10-20 16:12:40.466979+00,Suggest some real products to glow my skin,Product and Routine Questions
2947,283696,2023-10-20 16:13:29.917636+00,How to sleep well,Sleep Concerns
2948,283696,2023-10-20 16:13:41.517623+00,Then tell me,Miscellaneous and Feedback
2949,284156,2023-10-20 16:30:50.96251+00,Skin concerns 😟,General Skincare and Skincare Issues
2950,284156,2023-10-20 16:31:21.100554+00,Some attention to my skin problems,General Skincare and Skincare Issues
2951,284156,2023-10-20 16:32:11.523116+00,Acne problem,Pimples and Acne Removal
2952,284156,2023-10-20 16:32:28.891938+00,How to solve acne problems,Pimples and Acne Removal
2953,282803,2023-10-20 16:35:01.50249+00,Budget under 400 . I m do not try the face products . This is first time,General Skincare and Skincare Issues
2954,282803,2023-10-20 16:38:28.134907+00,Pimples,Pimples and Acne Removal
2955,282202,2023-10-20 16:57:44.099186+00,"skin rashes, acne",Pimples and Acne Removal
2956,282202,2023-10-20 16:58:22.53638+00,What skin care products can you recommend to me?,Product and Routine Questions
2957,185060,2023-10-20 17:14:38.068333+00,Hllo,Other
2958,185060,2023-10-20 17:14:56.54255+00,Can you help me to prevent pimples,Pimples and Acne Removal
2959,185060,2023-10-20 17:16:19.909648+00,Hllo,Other
2960,185060,2023-10-20 17:16:49.694029+00,Johnson baby soap and cream are best for pimples,General Skincare and Skincare Issues
2961,284202,2023-10-20 17:45:19.80118+00,Hi ok,Miscellaneous and Feedback
2962,284202,2023-10-20 17:45:57.487118+00,What to do for skin whitening,General Skincare and Skincare Issues
2963,284202,2023-10-20 17:47:55.375196+00,What to do for skin whitening glowingg,General Skincare and Skincare Issues
2964,63708,2023-10-20 18:04:02.829556+00,Pimples with pus,Pimples and Acne Removal
2965,63708,2023-10-20 18:04:20.934381+00,Redness and pain on acne,Pimples and Acne Removal
2966,282886,2023-10-20 19:11:18.816307+00,i have oily skin and my goal is to get rid od pimples and dark spots i would use the product daily,Pimples and Acne Removal
2967,284241,2023-10-20 19:55:01.847337+00,can you please speak germany,Other
2968,284241,2023-10-20 19:56:32.250306+00,i can’t understand you please write in germany,Other
2969,284185,2023-10-20 20:17:17.6687+00,Hi so I have a red font under my eye it’s not acne or spot it’s flat with a tiny dot slightly sticking out,Pimples and Acne Removal
2970,284185,2023-10-20 20:17:41.081929+00,Red dot sorry,Other
2971,284185,2023-10-20 20:24:51.804458+00,"My fire head is oily and my nose but under my nose I have dry serices that’s bright red with dots that our white and dry they are not itch or sour there just bothersome. Where u break our it my nose, cheeks, forehead and around the mouth and nose area too. Some times they can be very close to my hairline. My pore appearance i can have big and sometimes dark spots especially around the nose and they are not blackheads. I have sensitive, red skin with smile lines and very dark eye circles and I can’t use fragranced skincare and especially cheap cleansers and serums specifically simple, neutrogena and essence. After  a wash my skin is very glowy you can see my spots clearer but it very hydrated looking.",General Skincare and Skincare Issues
2972,284185,2023-10-20 20:25:19.257136+00,What’s my skin type,Skin Type Specific Concerns
2973,284185,2023-10-20 20:31:51.955613+00,"My skin type is combination I’m prone to redness with large pores. My primary goal is to get rid if spots snd neutralise my skin hydration. The brand i use for cleansers i use cerave combination skin hydration cleanser and the blemish control one, for moisturise i use byoma and treatments I use cerave blemish control gel and boots tea tree and witch hazel spot want day + night. My ingredient focus is cleanser and treatments. Daily i use my 2 cerave cleansers my moisturiser and my spot wand occasionally I use the cerave blemish control spot gel Neutronena dauly exfoliating pink scrub cleanser",General Skincare and Skincare Issues
2974,284185,2023-10-20 20:32:15.011755+00,What skincare should I use??,Product and Routine Questions
2975,284185,2023-10-20 20:34:56.364833+00,"I don’t mind any diet, meal type, ingredients or calorie range any cuisine presumably Asian or Italian",Diet and Nutrition
2976,284185,2023-10-20 20:35:19.564475+00,What healthy meals can I use,Diet and Nutrition
2977,219442,2023-10-21 01:37:38.648549+00,Pimple ark,Pimples and Acne Removal
2978,219442,2023-10-21 01:39:05.483942+00,Some months...no,Other
2979,284293,2023-10-21 02:40:00.719654+00,Now what can I do,Other
2980,284293,2023-10-21 02:40:16.569937+00,Ok,Miscellaneous and Feedback
2981,284293,2023-10-21 02:41:24.236554+00,Buget,Other
2982,284293,2023-10-21 02:41:56.818849+00,Target issue means,Other
2983,284293,2023-10-21 02:43:15.476359+00,11to5,Other
2984,284293,2023-10-21 02:43:59.465715+00,11to5,Other
2985,217313,2023-10-21 03:24:39.38633+00,Mere skin me 4 years se pimple aarhe h,Pimples and Acne Removal
2986,284314,2023-10-21 04:12:35.135147+00,Combination,Other
2987,284314,2023-10-21 04:12:52.554571+00,Pimple free,Pimples and Acne Removal
2988,284314,2023-10-21 04:14:12.20624+00,Combination pimple free Himalaya natural daily,Pimples and Acne Removal
2989,284314,2023-10-21 04:14:27.894482+00,Ok,Miscellaneous and Feedback
2990,284324,2023-10-21 04:14:41.812541+00,Pimples for face skin,Pimples and Acne Removal
2991,284324,2023-10-21 04:15:16.013598+00,Pimples for face skin medicine,Pimples and Acne Removal
2992,284347,2023-10-21 04:59:21.663277+00,Skin concerns,General Skincare and Skincare Issues
2993,284347,2023-10-21 04:59:47.439838+00,I had many pimples,Pimples and Acne Removal
2994,284347,2023-10-21 05:01:36.78859+00,Oily face,Pimples and Acne Removal
2995,284347,2023-10-21 05:02:07.773712+00,Please give ma give a solution to remove oily face,Pimples and Acne Removal
2996,284385,2023-10-21 06:25:30.531106+00,Oily skin,Skin Type Specific Concerns
2997,284385,2023-10-21 06:26:33.214299+00,Less pimples and skin tan,Pimples and Acne Removal
2998,220647,2023-10-21 06:34:16.622573+00,Break out locations,Other
2999,220647,2023-10-21 06:34:43.32628+00,How to remove pimples,Pimples and Acne Removal
3000,284401,2023-10-21 06:57:14.254043+00,"Actually I used to acne but now it's decreased but black spots left ,now my skin is dry and upper layer of skin comed out scab formed and now skin changes to pink before week.. present my skin changes to black little h",General Skincare and Skincare Issues
3001,284401,2023-10-21 06:57:44.198587+00,"Scab falls,skin changes to pink,now changing t little black",General Skincare and Skincare Issues
3002,278193,2023-10-21 08:21:09.850052+00,If I rub my face with my hand I feel rough,Pimples and Acne Removal
3003,278193,2023-10-21 08:21:29.366868+00,I rub my face with my hand I feel rough.what that's mean,Pimples and Acne Removal
3004,284469,2023-10-21 08:56:55.982097+00,Best product,General Skincare and Skincare Issues
3005,152817,2023-10-21 09:57:04.671362+00,Preferred brands,Product Recommendations
3006,284255,2023-10-21 10:25:10.661116+00,Skin feels rough,General Skincare and Skincare Issues
3007,284255,2023-10-21 10:25:26.282843+00,How do I get clear skin,General Skincare and Skincare Issues
3008,209722,2023-10-21 10:48:19.463169+00,I have acne scars and pigmentation,Pimples and Acne Removal
3009,209722,2023-10-21 10:48:41.644888+00,What is the users query,Other
3010,284185,2023-10-21 11:03:14.214374+00,"Asian cuisine a noodle soup, easy I don’t mind about the rest of the options",Sleep Concerns
3011,284565,2023-10-21 11:23:34.421441+00,"Acne and scars, salsakic acud facwash and adaplene gel but no results",Pimples and Acne Removal
3012,284582,2023-10-21 11:53:40.350894+00,I have pimple in my upper head,Pimples and Acne Removal
3013,284582,2023-10-21 11:54:41.230057+00,So how can l clean my pimple,Pimples and Acne Removal
3014,284582,2023-10-21 11:56:40.929995+00,I want to clean my pimple so l need a face wash,Pimples and Acne Removal
3015,280684,2023-10-21 13:01:27.322164+00,Acne and pimples problem,Pimples and Acne Removal
3016,280684,2023-10-21 13:01:39.640362+00,Ok,Miscellaneous and Feedback
3017,284666,2023-10-21 14:25:56.430948+00,Pimples,Pimples and Acne Removal
3018,284666,2023-10-21 14:26:35.679727+00,Clindamycin & Nicotinamide gel,Other
3019,36366,2023-10-21 14:35:28.616415+00,hello,Miscellaneous and Feedback
3020,36366,2023-10-21 14:36:04.424942+00,skin type: mixed,Skin Type Specific Concerns
3021,36366,2023-10-21 14:36:28.739721+00,what products should I use for redness and pimples?,Product and Routine Questions
3022,36366,2023-10-21 14:40:24.96438+00,"I would prefer the routine to be both in the morning and evening. My skin is mixed but sometimes it gets greasy. I use a basic cleanser, a moisturiser and that’s it. I need it to be less than 10 minutes.",Skincare Routine Advice
3023,36366,2023-10-21 14:40:40.425161+00,Give me a skincare routine.,Skincare Routine Advice
3024,284685,2023-10-21 14:45:20.698858+00,Acne and pigmentation,Pimples and Acne Removal
3025,284685,2023-10-21 14:46:04.240495+00,I apply salicylic acid face wash and salicylic acid serum and a moisturizer with green tea,Product Recommendations
3026,284694,2023-10-21 14:59:14.350247+00,"i am getting few pimples, after that they are turning into black spots",Pimples and Acne Removal
3027,284694,2023-10-21 15:00:23.329708+00,how to erase black spots on face,Pimples and Acne Removal
3028,284694,2023-10-21 15:02:44.445932+00,"i want pimple free face , and i want to erase my pimples",Pimples and Acne Removal
3029,284694,2023-10-21 15:03:36.485388+00,"i want pimple free face...and i want to erase all the black spots on it , what is the solution",Pimples and Acne Removal
3030,284706,2023-10-21 15:21:07.143+00,Having breakouts,Other
3031,284709,2023-10-21 15:21:07.798195+00,Pore apperance,General Skincare and Skincare Issues
3032,284706,2023-10-21 15:21:33.569319+00,Does face oil cause breakouts,Pimples and Acne Removal
3033,284710,2023-10-21 15:22:09.55674+00,I have so many pimples in my face and my face is oily skin,Pimples and Acne Removal
3034,284710,2023-10-21 15:22:39.345584+00,Pls tell me what to do?,Miscellaneous and Feedback
3035,284712,2023-10-21 15:24:03.922962+00,Please pimples remove cream,Pimples and Acne Removal
3036,284706,2023-10-21 15:24:15.684868+00,Will tranexamic help for oily acne prone skin having breakouts,Skin Type Specific Concerns
3037,284712,2023-10-21 15:24:27.283203+00,Pimples  remove cram,Pimples and Acne Removal
3038,284712,2023-10-21 15:25:07.771489+00,Pls hindi me explain,Other
3039,284710,2023-10-21 15:25:07.786745+00,Muje bhot pimples hothe hai or roz athe hai kya kru jese sb jldi chalejaye?,Pimples and Acne Removal
3040,284712,2023-10-21 15:25:35.486893+00,Pls pimples remove cream hindi explain,Pimples and Acne Removal
3041,284710,2023-10-21 15:25:36.333958+00,Ook,Other
3042,284712,2023-10-21 15:28:37.439394+00,Pls pimples remove  explain hindi me,Pimples and Acne Removal
3043,284712,2023-10-21 15:29:01.059343+00,Pimples remove product hindi me,Pimples and Acne Removal
3044,284712,2023-10-21 15:30:06.369261+00,बेटनोवेट पिंपल्स रिमूव क्रीम,Other
3045,284712,2023-10-21 15:30:36.037105+00,बेटनोवेट पिंपल्स के लिए सही है या गलत,Other
3046,284710,2023-10-21 15:32:11.960294+00,I have so many pimples 😭😭,Pimples and Acne Removal
3047,284710,2023-10-21 15:32:31.989016+00,Plssss tell me how can i thek kr skti ?,Miscellaneous and Feedback
3048,284712,2023-10-21 15:33:05.456585+00,Pimples remove koi cream ha pls explain hindi,Pimples and Acne Removal
3049,284710,2023-10-21 15:33:19.458371+00,Healthy recipes,Diet and Nutrition
3050,284710,2023-10-21 15:33:30.061969+00,Yes,Miscellaneous and Feedback
3051,284712,2023-10-21 15:33:34.883868+00,Pls explain pimples remove crem name,Pimples and Acne Removal
3052,284681,2023-10-21 15:42:51.589662+00,Do i need a moisturiser when my skin hydration is level 100,Product and Routine Questions
3053,284681,2023-10-21 15:43:50.144479+00,Do i need a moisturiser when my skin is hydrated perfectly ?,Product and Routine Questions
3054,284748,2023-10-21 16:02:41.516654+00,I skim is black and som pimples I need suggestion for it,Pimples and Acne Removal
3055,276568,2023-10-21 18:20:36.145881+00,I have a really bad pimple that is super red and I need to get rid of it,Pimples and Acne Removal
3056,276568,2023-10-21 18:20:53.058382+00,Can you helpnme,Other
3057,267488,2023-10-21 18:59:01.712361+00,More pimple pore,General Skincare and Skincare Issues
3058,267488,2023-10-21 18:59:25.598763+00,Pore,General Skincare and Skincare Issues
3059,267488,2023-10-21 19:00:47.561016+00,Reduce pore suggest any product for oily skin,General Skincare and Skincare Issues
3060,267488,2023-10-21 19:01:21.695037+00,Reduce pores suggest any product for oily skin,General Skincare and Skincare Issues
3061,267488,2023-10-21 19:02:55.267454+00,Ingredients preferences,Other
3062,267488,2023-10-21 19:03:08.511325+00,Ingredients preferences,Other
3063,284869,2023-10-21 22:16:50.568091+00,What products will help with combination skin and scars,Product and Routine Questions
3064,284869,2023-10-21 22:17:17.047557+00,Whats products will help with combination skin and scars,Product and Routine Questions
3142,285295,2023-10-22 17:27:13.147143+00,My problem is my pimples,Pimples and Acne Removal
3144,285436,2023-10-22 17:33:58.463326+00,Moisture behavior,Other
3065,280516,2023-10-21 23:11:19.976667+00,I have sensitive skin so I can use a lot of products cause they burn my skin I have acne all over my face my skin brakes out to any moisturiser my skin in oily but flaky on top,Pimples and Acne Removal
3066,280516,2023-10-21 23:12:57.95625+00,How do I get ride of my acne and the scars left behind,Pimples and Acne Removal
3067,284899,2023-10-22 02:13:12.498668+00,Skin type,Skin Type Specific Concerns
3068,274729,2023-10-22 05:40:09.503369+00,How to remove pimples on my face and its spots,Pimples and Acne Removal
3069,274729,2023-10-22 05:40:39.393052+00,Tell me,Miscellaneous and Feedback
3070,282204,2023-10-22 06:32:19.803523+00,Ok,Miscellaneous and Feedback
3071,282204,2023-10-22 06:32:35.997015+00,I have acne,Pimples and Acne Removal
3072,282204,2023-10-22 06:33:03.31416+00,Budget,General Skincare and Skincare Issues
3073,282204,2023-10-22 06:33:12.654761+00,Ok,Miscellaneous and Feedback
3074,284998,2023-10-22 06:38:50.472992+00,Target issue,Other
3075,284694,2023-10-22 06:50:19.780068+00,how to clear oily skin,General Skincare and Skincare Issues
3076,284694,2023-10-22 06:50:50.102741+00,i want to clear my oily face,General Skincare and Skincare Issues
3077,285028,2023-10-22 07:28:56.328044+00,Itching on cheeks,Other
3078,285028,2023-10-22 07:29:06.202828+00,Flaky skin,General Skincare and Skincare Issues
3079,285074,2023-10-22 07:33:30.797401+00,I have pimples on.my face,Pimples and Acne Removal
3080,285074,2023-10-22 07:34:03.216717+00,I have little spot on face,Pimples and Acne Removal
3081,285074,2023-10-22 07:36:13.158007+00,I have pimples on my face and spots also what should I use to reduce it and make my skin glow,Pimples and Acne Removal
3082,285074,2023-10-22 07:36:45.874316+00,Tell what should I use,General Skincare and Skincare Issues
3083,285078,2023-10-22 07:45:38.330312+00,I want my skin to be smooth and glow,General Skincare and Skincare Issues
3084,273177,2023-10-22 08:04:10.671385+00,"morning/night current profuct: cera ver blemish control, ten grad tendinta acneica",Skincare Routine Advice
3085,273177,2023-10-22 08:04:47.228438+00,cera ver blemish control 15yo men,Other
3086,273177,2023-10-22 08:05:04.182505+00,ce produse sa compar,Other
3087,277400,2023-10-22 08:15:35.320652+00,Open pores,General Skincare and Skincare Issues
3088,277400,2023-10-22 08:16:17.88307+00,How I cure my open pores,General Skincare and Skincare Issues
3089,277400,2023-10-22 08:18:04.448636+00,Diy for open pores,General Skincare and Skincare Issues
3090,277400,2023-10-22 08:18:17.594679+00,Diy for open pores,General Skincare and Skincare Issues
3091,285164,2023-10-22 09:29:42.973924+00,Mealbtype,Other
3092,285164,2023-10-22 09:29:52.56726+00,S,Other
3093,285028,2023-10-22 10:12:37.716135+00,Not moisture,Other
3094,285028,2023-10-22 10:13:04.078475+00,Acne porn skin type,Skin Type Specific Concerns
3095,285028,2023-10-22 10:13:57.183607+00,So many pimples and acnes,Pimples and Acne Removal
3096,285028,2023-10-22 10:14:23.326846+00,How to cure the flackyskin on forehead,Other
3097,285028,2023-10-22 10:14:50.429995+00,How to cure the acne and flakyskin on the forehead,Pimples and Acne Removal
3098,285028,2023-10-22 10:21:36.03661+00,Is niacinamide good for pimples?,General Skincare and Skincare Issues
3099,285028,2023-10-22 10:22:28.092109+00,Is niacinamide and ricewater good for pimples,General Skincare and Skincare Issues
3100,284681,2023-10-22 10:24:58.865896+00,Can you make me a diet plan,Diet and Nutrition
3101,285220,2023-10-22 10:41:17.403331+00,Write a message,Other
3102,285220,2023-10-22 10:41:25.758416+00,Hi,Miscellaneous and Feedback
3103,284918,2023-10-22 11:30:23.306817+00,I get bullied for my skin,General Skincare and Skincare Issues
3104,270474,2023-10-22 11:30:24.396524+00,Can Himalaya face wash can make my face  better,Pimples and Acne Removal
3105,284918,2023-10-22 11:30:41.053062+00,What can i do for better skin,General Skincare and Skincare Issues
3106,270474,2023-10-22 11:31:17.865549+00,Can Himalaya face wash can make better to my face and how can I make my face  dry,Pimples and Acne Removal
3107,270474,2023-10-22 11:34:09.301482+00,Ok,Miscellaneous and Feedback
3108,270474,2023-10-22 11:35:17.868242+00,How can I improve to be fat to thin wat should I  eat  and how can I remove death skin,Pimples and Acne Removal
3109,270474,2023-10-22 11:36:18.642949+00,Ok,Miscellaneous and Feedback
3110,270474,2023-10-22 11:37:46.415701+00,How can I  remove my stress and how should I ask permission mom to  go outside 😂,Pimples and Acne Removal
3111,270474,2023-10-22 11:38:38.015144+00,Ok,Miscellaneous and Feedback
3112,270474,2023-10-22 11:39:38.117517+00,How can I ask to my strict parents to go outside for date secret,Other
3113,270474,2023-10-22 11:40:31.788142+00,Hi,Miscellaneous and Feedback
3114,270474,2023-10-22 11:42:19.172898+00,"If I pray something to God   ,,, will the god full my wish and  how can I concentrate at studies and  how can I  secretly go on date",Other
3115,187289,2023-10-22 12:08:27.587602+00,Can you recommend me some products,Product and Routine Questions
3116,202553,2023-10-22 13:33:07.965462+00,Pimples,Pimples and Acne Removal
3117,202553,2023-10-22 13:33:49.595651+00,Pimples and pores,General Skincare and Skincare Issues
3118,285334,2023-10-22 13:53:55.939138+00,Oily skin,Skin Type Specific Concerns
3119,285334,2023-10-22 13:54:36.651253+00,Which serum should I used to reduce my acne...and acne marks,Pimples and Acne Removal
3120,285374,2023-10-22 14:45:08.486564+00,Moisture behaviour,Other
3121,285374,2023-10-22 14:45:30.877731+00,Skin is so durty,General Skincare and Skincare Issues
3122,285374,2023-10-22 14:46:23.539601+00,Budget,General Skincare and Skincare Issues
3123,285374,2023-10-22 14:46:48.150669+00,Tell me products,Product and Routine Questions
3124,285370,2023-10-22 14:58:49.72807+00,"i would like to have a morning and evning skin care routine, i’ve a bit of scars caused by achne. I still have also a little of achne but just during my period. I also suffer of a lot of redness. Currently i’m using a cleanser by sephora, the red peeling solution by the orinary twice a week, as mosturize i’m using a nivea cream and sometimes i also use a face mask by sephora with vitamin B3. i also apply an spf 30 in the morning",Skincare Routine Advice
3125,285370,2023-10-22 14:59:39.868627+00,tell me what i should change or add in my skin care routin in order to make my skin better,Skin Type Specific Concerns
3126,283096,2023-10-22 15:06:16.023497+00,Which moisturizer should I use for acne prone and oily skin which prevents more acne,Skin Type Specific Concerns
3127,283096,2023-10-22 15:08:25.334126+00,I use wow vitamin c toner early in morning everyday I want oil free skin,General Skincare and Skincare Issues
3128,268233,2023-10-22 15:25:57.313226+00,"I absolutely HATE my skin. It’s got to the point where I can’t even look at myself without feeling disgusted anymore. I’m doing all the right things. Cleansing, hydrating, exfoliating, using treatments, and lifestyle factors, (drinking loads of water, applying sunscreen, healthy diet) I can’t stand it anymore. My skin has a rough/bumpy look to it on my forehead and no matter what I do it won’t go away. Full of tiny red/skin coloured dots that itch a little. I really want smooth skin but I can’t get it. I feel so ugly. Help",General Skincare and Skincare Issues
3129,136217,2023-10-22 15:49:42.533081+00,according to climate oily or normal,Skin Type Specific Concerns
3130,136217,2023-10-22 15:51:03.158077+00,.breakouts near cheeks and side pores are visible on cheeks some products reacts post wash feels dry,General Skincare and Skincare Issues
3131,136217,2023-10-22 15:52:36.995028+00,college,Other
3132,136217,2023-10-22 15:53:44.479906+00,8am to 2pm college focus on studies to get good marks to get to the routine to avoid lazyness,General Skincare and Skincare Issues
3133,285404,2023-10-22 15:58:48.655256+00,My skin type is dry and sensitive I also have pimple any affordable products,Skin Type Specific Concerns
3134,285112,2023-10-22 16:13:28.438615+00,Skin concerns,General Skincare and Skincare Issues
3135,285112,2023-10-22 16:13:47.959265+00,I don’t know what products to use,Product Recommendations
3136,285112,2023-10-22 16:14:26.303177+00,Combination skin,General Skincare and Skincare Issues
3137,285112,2023-10-22 16:15:17.855872+00,What exact product do you recommend,Product and Routine Questions
3138,285112,2023-10-22 16:16:55.173266+00,Sometimes moist sometimes dry breakouts at cheeks post wash feel is dry,General Skincare and Skincare Issues
3139,285112,2023-10-22 16:17:38.935764+00,What Is my skinniness based on this Criteria’s,Other
3140,285295,2023-10-22 17:24:12.334499+00,Nothing,Other
3145,285436,2023-10-22 17:34:21.06949+00,Okay,Other
3146,134950,2023-10-22 18:01:06.966351+00,Acne,Pimples and Acne Removal
3147,134950,2023-10-22 18:01:33.62763+00,How to fade acne marks,Pimples and Acne Removal
3148,284895,2023-10-22 20:05:53.619678+00,My current concerns is that i’ve been getting too many pimples and im scared that i’ll have scars on my face cause they itch sometimes that i want to pop them.The routine im using is that i use moisturiser a lot.My skin feels itchy most of the time or it peels off.,Pimples and Acne Removal
3149,284895,2023-10-22 20:07:33.497921+00,The environment im im is mostly cold everyday. I’ve been getting acne a lot these days and im not sure what’s causing them to appear. I don’t shower a lot i shower like two or once a week.,Pimples and Acne Removal
3150,285588,2023-10-23 01:51:32.210298+00,Product please picture,Product and Routine Questions
3151,285588,2023-10-23 01:51:52.10298+00,Face product please picture send me,Pimples and Acne Removal
3152,285617,2023-10-23 03:26:23.472147+00,I have pores pigments skin very rough,General Skincare and Skincare Issues
3153,285620,2023-10-23 03:48:09.467878+00,Skin concern,General Skincare and Skincare Issues
3154,285620,2023-10-23 03:48:33.900125+00,I pop pimples,Pimples and Acne Removal
